term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,meaninglanguage1,meaning1,meaninglanguage2,meaning2,meaninglanguage3,meaning3,meaninglanguage4,meaning4,meaninglanguage5,meaning5
permítele,que solo cálmate y permítele que la recuerde,,,,,,,,,,,,,,,,,,,,,zh-cn,允许他,,,,,,,,
permites,"Si me permites, me las quedaré",Verb,presente,tú,permitir,permitirse,,,,,,,,,,,,,,,,zh-cn,你允许,,,,,,,,
permitía,Todo el mundo debería haber sabido que la fiebre era i...,Verb,yo,indicativo pretérito imperfecto,permitir,permitirse,verb,permitir,yo,permitirse,indicativo pretérito imperfecto,,,,,,,,,,,zh-cn,允许,,,,,,,,
permitiendo,"de comunicación más asincrónico, permitiendo respuestas retrasadas",Verb,gerundio,permitir,,,,,,,,,,,,,,,,,,zh-cn,允许,,,,,,,,
permitiera,"…una canción que me permitiera recordar.,",Verb,yo,subjuntivo pretérito imperfecto,permitir,permitirse,verb,permitir,yo,permitirse,subjuntivo pretérito imperfecto,,,,,,,,,,,zh-cn,允许,,,,,,,,
permitieran,para que las maratones permitieran la participación de las,Verb,ellos/ellas/uds.,subjuntivo pretérito imperfecto,permitir,permitirse,,,,,,,,,,,,,,,,zh-cn,会允许,,,,,,,,
permitir,"actitud, y no debemos permitir que otras personas nos",Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,可行，使成为可能,,,,,,,,
perrito,"Por ejemplo: ""uiiii, que perrito...pobrecito...está solo y",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,"m.,f.狗，犬；adj.极坏的，非常糟糕的；险恶的，卑鄙的；m.欺骗；危害",,,,,,,,
perseguido,"...otra versión: Julián Carax, perseguido por la desgracia, había...",Verb,yo,pretérito perfecto compuesto,perseguir,Adjective,verb,adjective,yo,pretérito perfecto compuesto,perseguir,,,,,,,,,,,zh-cn,追求的,,,,,,,,
perseguir,"sólo lo hiciera para perseguir a mi padre, que",Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,追,,,,,,,,
persigue,como el perro que persigue todos los huesos,Verb,él/ella/ud.,presente,perseguir,,,,,,,,,,,,,,,,,zh-cn,追,,,,,,,,
persiguen,las preguntas que te persiguen e inquietan a ti,Verb,presente,ellos/ellas/uds.,perseguir,,,,,,,,,,,,,,,,,zh-cn,追赶,,,,,,,,
persiguiendo,"velocidad en la caída, persiguiendo a la bola, con",Verb,gerundio,perseguir,,,,,,,,,,,,,,,,,,zh-cn,追逐,,,,,,,,
personaje,"pícaro, que es el personaje central del libro",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,角色,,,,,,,,
personajes,Algunos personajes tienen acentos fuertes.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,角色,,,,,,,,
personalidad,para nada con la personalidad de sus seguidores: “gran,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,个性,,,,,,,,
personalmente,…presidente hará la presentación personalmente; sería una pena que…,Pronoun,Adverb,pronoun,adverb,,,,,,,,,,,,,,,,,zh-cn,亲自,,,,,,,,
personas pobres,Ellos no engañaban a personas pobres,,,,,,,,,,,,,,,,,,,,,zh-cn,穷人,,,,,,,,
personas ricas,Ellos engañaban a personas ricas,,,,,,,,,,,,,,,,,,,,,zh-cn,有钱人,,,,,,,,
perspectiva,Desde la perspectiva de Toni: Ayer abrí,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,看法，眼光；景象，远景；前途，展望；透视，透视法；,,,,,,,,
pertenece,...no sabe a donde pertenece.,Verb,él/ella/ud.,presente,pertenecer,pertenecerse,Adjective,Noun,verb,noun,pertenecer,adjective,presente,él/ella/ud.,pertenecerse,,,,,,,zh-cn,属于 to belong to  ~a algo/alguien,,,,,,,,
pertenecéis,"Por desgracia, vosotros no pertenecéis a mi casa, y...",Verb,presente,vosotros,pertenecer,pertenecerse,verb,pertenecer,presente,vosotros,pertenecerse,,,,,,,,,,,zh-cn,属于,,,,,,,,
pertenecemos,...y a la que pertenecemos inexorablemente.,Verb,presente,nosotros,pertenecer,pertenecerse,verb,pertenecer,nosotros,presente,pertenecerse,,,,,,,,,,,zh-cn,我们属于,,,,,,,,
pertenecen,Muchas de estas piezas pertenecen a la colección del,Verb,presente,ellos/ellas/uds.,pertenecer,pertenecerse,verb,pertenecer,presente,ellos/ellas/uds.,pertenecerse,,,,,,,,,,,zh-cn,属于,,,,,,,,
pertenecer,…qué te llevó a pertenecer al selecto grupo de…,Verb,participio pasado,Noun,verb,noun,participio pasado,,,,,,,,,,,,,,,zh-cn,属于,zh-cn,归属感,,,,,,
perú,"…Pakistán,( el) Paraguay,( el) Perú,( el) Senegal, etc.",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,秘鲁,,,,,,,,
pesada,...lanza que es tan pesada que solo él puede...,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,重,,,,,,,,
pesadilla,...a veces son una pesadilla!,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,梦魇,,,,,,,,
pesadillas,"nuestros sueños, de nuestras pesadillas, de nuestros miedos",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,噩梦,,,,,,,,
pesado,"Fue un viaje muy pesado, así que nada más",Verb,yo,pretérito perfecto compuesto,pesar,Adjective,Noun,,,,,,,,,,,,,,,zh-cn,重的,,,,,,,,
pesados,...el movimiento de los pesados baúles.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,沉重的,,,,,,,,
pesar,"debería enfadarme —dijo con pesar—, pero a lo mejor",Verb,participio pasado,Noun,,,,,,,,,,,,,,,,,,zh-cn,m.痛苦；懊悔；intr.有重量；有价值；tr.称量；权衡；斟酌；掂量,zh-cn,后悔,,,,,,
pescaíto,donde comí el famoso pescaíto frito,,,,,,,,,,,,,,,,,,,,,zh-cn,小鱼,,,,,,,,
pese,"...parentesco con lord Byron, pese a que él era...",Verb,él/ella/ud.,imperativo,pesar,verb,imperativo,pesar,él/ella/ud.,,,,,,,,,,,,,zh-cn,尽管,,,,,,,,
pese a,Pese a la atmósfera casi tropical...,,,,,,,,,,,,,,,,,,,,,zh-cn,尽管,zh-cn,虽然,,,,,,
pesimismo,...que se difunde este sentimiento a través de los...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,悲观主义,,,,,,,,
petróleo,...levantar presión ni con petróleo de lámpara.» Luego se...,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,石油,,,,,,,,
pez,"Pececito, que es un pez pequeño",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,鱼,,,,,,,,
pianista,"Sus dedos de pianista rápidamente exploraron textura, consistencia...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,钢琴家,,,,,,,,
picar,…leña y algo de picar.,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,刺,zh-cn,吃的小吃,,,,,,
picaros,Picaros profesionales o amateurs,,,,,,,,,,,,,,,,,,,,,zh-cn,流氓,,,,,,,,
pícaros,Eran pícaros profesionales,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,调皮鬼,,,,,,,,
pico,dice que cierren el pico,Verb,yo,presente,picar,picarse,Adjective,Noun,,,,,,,,,,,,,,zh-cn,高峰,zh-cn,嘴巴,zh-cn,锤子,,,,
picos,"y Minnie los llama picos, pero no importa cómo",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,高峰,,,,,,,,
pídele,Pídele a Tendo o a…,,,,,,,,,,,,,,,,,,,,,zh-cn,问他,,,,,,,,
pidiera,...le insistió para que pidiera café con leche.,Verb,yo,subjuntivo pretérito imperfecto,pedir,verb,pedir,yo,subjuntivo pretérito imperfecto,,,,,,,,,,,,,zh-cn,点,zh-cn,请求,,,,,,
pidió,...al médico y me pidió que me cuidara más...,Verb,pretérito perfecto simple,él/ella/ud.,pedir,verb,pedir,pretérito perfecto simple,él/ella/ud.,,,,,,,,,,,,,zh-cn,他问,,,,,,,,
piedra,...quedaba a tiro de piedra de casa y era...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,石,,,,,,,,
piedra filosofal,y la piedra filosofal,,,,,,,,,,,,,,,,,,,,,zh-cn,魔法石,,,,,,,,
piedras,De quién son estas piedras,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,石头,,,,,,,,
piense,Que cada uno piense en un nombre y,Verb,él/ella/ud.,imperativo,pensar,Adjective,,,,,,,,,,,,,,,,zh-cn,想,,,,,,,,
pierdas,intentan manipularte para que pierdas tu motivación cuando haces,Verb,tú,subjuntivo presente,perder,perderse,Noun,,,,,,,,,,,,,,,zh-cn,失去,,,,,,,,
pierde,Gana o pierde,Verb,él/ella/ud.,presente,perder,perderse,Noun,,,,,,,,,,,,,,,zh-cn,错过,zh-cn,输,,,,,,
pierna,"…dedo, un brazo, una pierna y la rodilla",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,f.腿,,,,,,,,
piernas,...dar impulso a nuestras piernas y poder correr más...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,腿部,,,,,,,,
pieza,...entrega vales para una pieza de una nueva bicicleta.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,部分,,,,,,,,
piezas,"...de lino blanco, ambas piezas sin almidón, iguales a...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,零件,zh-cn,棋子,,,,,,
pila,ropa sucia en una pila,Noun,,,,,,,,,,,,,,,,,,,,en,"battery; pile, stack",zh-cn,f.水池，水槽；剁，堆；电池,,,,,,
pilares,"Consigue gratis"" Los 5 Pilares para aprender español""+ lecciones…",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,柱子,,,,,,,,
pilas,Ponte las pilas y ve a por,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,电池,,,,,,,,
piña,Coca-Cola o con piña,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,菠萝,,,,,,,,
pintaron,...se casan.» Así que pintaron la casa de su...,Verb,pretérito perfecto simple,ellos/ellas/uds.,pintar,pintarse,verb,pretérito perfecto simple,pintar,ellos/ellas/uds.,pintarse,,,,,,,,,,,zh-cn,画,,,,,,,,
pintas,…rojas y las judías pintas.,Verb,presente,tú,pintar,pintarse,Adjective,Noun,verb,noun,tú,adjective,presente,pintar,pintarse,,,,,,,zh-cn,f.斑点，样子，外观,,,,,,,,
pinto,Pinto melodías con tus paisajes,Verb,yo,presente,pintar,pintarse,Noun,verb,noun,presente,yo,pintar,pintarse,,,,,,,,,zh-cn,我画,zh-cn,我创作,,,,,,
pintor,"Dalí, el famoso pintor, inventó algo que se...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,画家,,,,,,,,
pintura,…necesito un bote de pintura para terminar el pasillo…,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,f.绘画；绘画作品；颜料；油漆,,,,,,,,
pinturas,Estas pinturas son muy antiguas,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,绘画,,,,,,,,
pionero,"…en meditación fue el pionero en el mundo,",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,先驱,,,,,,,,
pioneros,Los pioneros,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,先驱,,,,,,,,
pipas,......,Verb,presente,tú,pipar,Noun,verb,noun,tú,presente,pipar,,,,,,,,,,,zh-cn,烟斗,zh-cn,瓜子,,,,,,
pis,se despierta porque tiene pis,,,,,,,,,,,,,,,,,,,,,zh-cn,尿,,,,,,,,
pisa,Y pisa sobre los periódicos,Verb,él/ella/ud.,presente,pisar,Noun,,,,,,,,,,,,,,,,zh-cn,踩,,,,,,,,
pisamos,"...es la tierra que pisamos, pero",Verb,presente,nosotros,pisar,verb,nosotros,presente,pisar,,,,,,,,,,,,,zh-cn,我们踏上的,,,,,,,,
pisar,"la diminuta ventana, tras pisar involuntariamente una baraja de",Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,步,,,,,,,,
piscina,Nadan en la piscina del barrio,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,水池,,,,,,,,
piscinas,"de 15000 metros cuadrados, piscinas y 16 barras",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,游泳池,,,,,,,,
piso,"para subir a su piso, la mira sorprendido",Verb,yo,presente,pisar,Noun,,,,,,,,,,,,,,,,zh-cn,地板,zh-cn,m.地面；地板；（楼房的）层；成套的房间,,,,,,
pista,Pista,Verb,él/ella/ud.,presente,pistar,Noun,,,,,,,,,,,,,,,,zh-cn,f.脚印；踪迹；（体育活动的）跑道；场地；飞机跑道；高速公路,zh-cn,跑道,,,,,,
pistas,…y no quiero darle pistas.,Verb,presente,tú,pistar,Noun,verb,noun,tú,presente,pistar,,,,,,,,,,,zh-cn,"f.脚印；踪迹；（体育活动的）跑道；场地；飞机跑道；高速公路 hint / clue /paths, trails, tracks",,,,,,,,
placer,"la alegría y el placer, como en la expresión",Verb,participio pasado,Noun,,,,,,,,,,,,,,,,,,zh-cn,愉快；娱乐；享乐；使愉快，使高兴,zh-cn,快乐,,,,,,
planeando,"mucho dinero entonces, estaba planeando ir a un lugar",Verb,gerundio,planear,,,,,,,,,,,,,,,,,,en,planning,zh-cn,盘旋,,,,,,
planear,Pero el pájaro sacudió la cabeza tristemente.,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,计划,zh-cn,翱翔,,,,,,
planeta,...las 50 ciudades predilectas del planeta.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,行星,,,,,,,,
planificación,...sin cambiar radicalmente mi planificación del día.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,规划,,,,,,,,
planificado,"espontáneo, pero muy bien planificado. ¿Vale",Verb,yo,pretérito perfecto compuesto,planificar,Adjective,,,,,,,,,,,,,,,,zh-cn,计划,,,,,,,,
plano,...,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,城市地图,zh-cn,adj.平的；平坦的；平面的；m.平面；平面的；设计图；地位；（画、照片等的）景；（电影的）镜头，画面,zh-cn,计划,,,,
planta,...o cepa: Es la planta que produce la uva.,Verb,él/ella/ud.,presente,plantar,plantarse,Noun,verb,noun,presente,él/ella/ud.,plantar,plantarse,,,,,,,,,zh-cn,公司，工厂,zh-cn,植物,,,,,,
plantar,Acabamos de plantar los pies en la,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,足底,,,,,,,,
plantea,"decía, de repente me plantea la posibilidad de hacer",Verb,él/ella/ud.,presente,plantear,plantearse,,,,,,,,,,,,,,,,zh-cn,提出,,,,,,,,
planteado,...teorías que se han planteado se remonta al año 1520.,Verb,yo,pretérito perfecto compuesto,plantear,plantearse,verb,yo,pretérito perfecto compuesto,plantear,plantearse,,,,,,,,,,,zh-cn,提出,zh-cn,考虑,,,,,,
planteamiento,......,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,计划,zh-cn,开端,,,,,,
plata,y extraños instrumentos de plata que Harry nunca había,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,f.银；银币；钱,,,,,,,,
plataforma,Spotify o cualquier otra plataforma de podcast ya sabes,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,平台,,,,,,,,
plato riquísimo,y preparé un primer plato riquísimo….pero con las prisas,,,,,,,,,,,,,,,,,,,,,zh-cn,美味佳肴,,,,,,,,
playita,tiene en frente una playita muy agradable,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,小海滩,,,,,,,,
plaza,Dudley tenía una plaza en el antiguo colegio,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,f.广场，要塞，市场，地方，职位,,,,,,,,
plena,"...historia más reciente [2], las guerrillas, el narcotráfico, el proceso...",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,全面,,,,,,,,
plenamente,"tampoco llegan a disfrutar plenamente, pero que proporcionan información",Adverb,,,,,,,,,,,,,,,,,,,,zh-cn,充分地,,,,,,,,
plenitud,Ibrahim Nasar en la plenitud de la adolescencia,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,完全，充分,zh-cn,完满,,,,,,
pleno,"muy interesante porque en pleno mes de agosto, con",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,满,zh-cn,充分,zh-cn,正值,,,,
pluma,...a tomar prestada la pluma estilográfica de su marido...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,钢笔,zh-cn,f.羽毛；羽饰；羽毛笔；钢笔,,,,,,
plumas,...pájaro le encantaba la hermosa sonrisa de la ballena.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,羽毛,,,,,,,,
plural,"Por ejemplo puede ser plural y singular, cambio de",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,复性的，多个的，多样的，多方面的，多形式的，多种倾向的,,,,,,,,
población,"por ciento de la población de Empuriabrava− ¡Vaya, otro",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,人口,,,,,,,,
poblaciones,"En aquel entonces, muchas poblaciones de Castilla pasaban hambre...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,人口,,,,,,,,
pobre,Pobre hombre,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,"adj.贫穷的；简陋的；贫乏的；老实的；（用于名词前）可怜的；m.,f.穷人；乞丐",,,,,,,,
pobrecito,"ejemplo: ""uiiii, que perrito...pobrecito...está solo y tiene",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,差,,,,,,,,
pobrecitos,Dios ampare a estos pobrecitos niños,,,,,,,,,,,,,,,,,,,,,zh-cn,可怜的小,,,,,,,,
pobres,Engañaban ellos a personas pobres,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,"adj.贫穷的；简陋的；贫乏的；老实的；（用于名词前）可怜的；m.,f.穷人；乞丐",,,,,,,,
pobreza,,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,贫穷,zh-cn,贫困,,,,,,
pocas,Tiene pocas cosas que hacer,Adjective,Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
podamos,También estamos motivados...,Verb,presente,imperativo,nosotros,podar,poder,Adjective,Noun,verb,noun,imperativo,adjective,nosotros,presente,poder,podar,,,,,zh-cn,我们修剪,,,,,,,,
poderes,"...sus hechizos y misteriosos poderes, atraiga a los que...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,权力,,,,,,,,
poderosa,poción para dormir tan poderosa que es conocida como,Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,强大的,,,,,,,,
poderoso,había un rey muy poderoso,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,强大,,,,,,,,
podían,,Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,poder,Adjective,Noun,verb,noun,adjective,poder,ellos/ellas/uds.,indicativo pretérito imperfecto,,,,,,,,,zh-cn,他们可以,,,,,,,,
podido,"...de aquel lugar había podido conmigo, pero tuve la...",Verb,yo,pretérito perfecto compuesto,poder,verb,yo,poder,pretérito perfecto compuesto,,,,,,,,,,,,,zh-cn,有影响,,,,,,,,
podrías,"que has terminado, quizá podrías ir a echarles una",Verb,condicional,tú,poder,Noun,,,,,,,,,,,,,,,,zh-cn,你可以,,,,,,,,
poema,"el recuerdo de ese poema, Niko decidió subir la",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,诗,,,,,,,,
poemas,Lectura y entonación de poemas sencillos,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,诗,,,,,,,,
poesía,...era poeta y escribía poesía todo el día.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,f.诗；诗歌，短诗,,,,,,,,
poeta,"Nombrada en honor al poeta Pedro Salinas, esta biblioteca",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,诗人,,,,,,,,
poetas,"...una tertulia bibliófila sobre poetas malditos, lenguas muertas y...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,诗人,,,,,,,,
poética,...una jornada de creación poética.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,诗学,,,,,,,,
política,"En política, el azul se asocia",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,政治,zh-cn,f.政治；方针，政策；谋略,,,,,,
polvo,...Escribe “te quiero” sobre el polvo.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,尘,,,,,,,,
pon,Simplemente escucha y pon atención a los cambios,Verb,tú,imperativo,poner,,,,,,,,,,,,,,,,,zh-cn,放,,,,,,,,
pondrá,"Primero, pondrá su ropa sucia en",Verb,él/ella/ud.,futuro,poner,ponerse,,,,,,,,,,,,,,,,en,will put,,,,,,,,
pondré,…poner- pondré,Verb,yo,futuro,poner,ponerse,verb,poner,yo,futuro,ponerse,,,,,,,,,,,zh-cn,我将放,,,,,,,,
poner en práctica,"profesora particular, nativa, para poner en práctica lo que sabía",,,,,,,,,,,,,,,,,,,,,zh-cn,实行,,,,,,,,
ponerlo,Se acercó para ponerlo derecho y notó algo,,,,,,,,,,,,,,,,,,,,,zh-cn,说吧,,,,,,,,
poner otro ejemplo,"Vamos a poner otro ejemplo, con todas las personas",,,,,,,,,,,,,,,,,,,,,zh-cn,再举个例子,,,,,,,,
ponerte,preguntas básicas antes de ponerte a estudiar,,,,,,,,,,,,,,,,,,,,,zh-cn,穿上你,,,,,,,,
ponerte en forma,dispositivos te ayudarán a ponerte en forma sin ir al gimnasio,,,,,,,,,,,,,,,,,,,,,zh-cn,保持身材,,,,,,,,
pongamos,Pongamos un ejemplo: la estética,Verb,imperativo,nosotros,subjuntivo presente,poner,ponerse,,,,,,,,,,,,,,,zh-cn,让我们放,,,,,,,,
ponía,"les recordó alegremente, mientras ponía mermelada en su periódico",Verb,yo,indicativo pretérito imperfecto,poner,ponerse,,,,,,,,,,,,,,,,zh-cn,放,,,,,,,,
poniendo,"días, mamá —saludó George, poniendo lo que él consideraba",Verb,gerundio,poner,verb,poner,gerundio,,,,,,,,,,,,,,,zh-cn,把,,,,,,,,
poniéndose,magino que fue él quien le dijo que yo esta...,,,,,,,,,,,,,,,,,,,,,zh-cn,站起来,,,,,,,,
ponte,"Ponte en mi lugar, por",Verb,imperativo,ponerse,Noun,,,,,,,,,,,,,,,,,zh-cn,放,,,,,,,,
porcentaje,Lo concede al 10% ¿Qué porcentaje de interés,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,百分比,,,,,,,,
por cierto,"Por cierto, la expresión “molar” es...",,,,,,,,,,,,,,,,,,,,,zh-cn,顺便说说,,,,,,,,
porción,...muy agradecida por la porción de pastel de boda...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,份,,,,,,,,
por culpa de,...El suelo está mojado por culpa de la lluvia.,,,,,,,,,,,,,,,,,,,,,zh-cn,因为,,,,,,,,
por desgracia,"Por desgracia, este tópico parece ser...",,,,,,,,,,,,,,,,,,,,,zh-cn,不幸的是,zh-cn,很遗憾,,,,,,
por ello,"Por ello, la motivación para disfrutar",,,,,,,,,,,,,,,,,,,,,zh-cn,因此,,,,,,,,
por el que,alojes ni el motivo por el que la visites,,,,,,,,,,,,,,,,,,,,,zh-cn,为了哪个,,,,,,,,
por encima de,activación se elevó significativamente por encima de su nivel básico,,,,,,,,,,,,,,,,,,,,,zh-cn,超出，在...上面,,,,,,,,
por entonces,Clara y Claudette eran por entonces dos quinceañeras con las...,,,,,,,,,,,,,,,,,,,,,zh-cn,到时,,,,,,,,
por lo general,"lgo tenía que funcionar, y hacerlo a ...",,,,,,,,,,,,,,,,,,,,,zh-cn,通常，一般情况,,,,,,,,
por lo menos,He venido por lo menos cinco veces,,,,,,,,,,,,,,,,,,,,,zh-cn,至少，起码,,,,,,,,
por lo que,"…y tiene más tráfico, por lo que suelen pasar más taxis.",,,,,,,,,,,,,,,,,,,,,zh-cn,所以,,,,,,,,
por lo regular,"mi carrera como emprendedor, por lo regular trabajaba en el sillón",,,,,,,,,,,,,,,,,,,,,zh-cn,通常,,,,,,,,
por lo tanto,"Por lo tanto, no decimos ""soy un",,,,,,,,,,,,,,,,,,,,,zh-cn,因此,,,,,,,,
por placer,"Que definan si escalan por placer o, si en verdad,…",,,,,,,,,,,,,,,,,,,,,zh-cn,出于乐趣,,,,,,,,
por primera vez,Quién probó por primera vez el café con...,,,,,,,,,,,,,,,,,,,,,zh-cn,首次,,,,,,,,
por su parte,"Bayardo San Román, por su parte, debió casarse con la...",,,,,,,,,,,,,,,,,,,,,zh-cn,对他来说,,,,,,,,
portada,Diseño/retoque portada segunda: Horus01,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,封面,,,,,,,,
por tanto,"Por tanto, hoy hablaré de ver",,,,,,,,,,,,,,,,,,,,,zh-cn,所以,,,,,,,,
pórtate,,Verb,imperativo,portarse,,,,,,,,,,,,,,,,,,zh-cn,表现,,,,,,,,
portátil,"escritorio, luego su computadora portátil y finalmente su amado",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,便携的，可携带的,,,,,,,,
portazo,Un súbito portazo y fuertes pisadas hicieron...,,,,,,,,,,,,,,,,,,,,,zh-cn,关门声,,,,,,,,
portero,"El portero, o quizá tan sólo...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,守门员,zh-cn,门卫,,,,,,
por ti,la multitud sino pensar por ti mismo,,,,,,,,,,,,,,,,,,,,,zh-cn,由你,,,,,,,,
portugal,...actualmente se sitúa España y Portugal. Esta invasión se...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,葡萄牙,,,,,,,,
portugueses,...con sus oscuros párpados portugueses.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,葡萄牙的,,,,,,,,
por último,"...Primero  Luego  Para terminar, por último.",,,,,,,,,,,,,,,,,,,,,zh-cn,最后,,,,,,,,
